quarter_end,RET_mean,RET_std,abs_RET_mean,abs_RET_max,abs_exceed_sum,upper_exceed_sum,lower_exceed_sum,abs_extreme_score_mean,upper_extreme_score_mean,lower_extreme_score_mean,econ_index_mean,days_in_quarter,abs_exceed_ratio,upper_exceed_ratio,lower_exceed_ratio,abs_exceed_count,abs_mean_excess,abs_max_excess,abs_es_q,upper_exceed_count,upper_mean_excess,upper_max_excess,upper_es_q,lower_exceed_count,lower_mean_excess,lower_max_excess,lower_es_q,municipal_decline,pred_prob
2008-06-30,-0.0019492968749999999,0.039061956379325226,0.028613171875,0.117021,10,7,9,0.06028805864820565,0.05059547489546186,0.05218496054928363,0.0,64,0.15625,0.109375,0.140625,10,0.03023820000000001,0.06791520000000001,0.165028275707984,7,0.025650228571428593,0.07806180000000001,0.15664382614111674,9,0.029753711111111112,0.0712676,0.13299501017398394,0,3.7280597774032834e-06
2008-09-30,0.00294709375,0.06029530441632861,0.0413223125,0.247002,18,14,11,0.10452359799738564,0.0768272817935988,0.05834851936478551,0.0,64,0.28125,0.21875,0.171875,18,0.04276714444444445,0.19789620000000002,0.165028275707984,14,0.044440085714285746,0.20804280000000003,0.15664382614111674,11,0.03529714545454545,0.11669460000000001,0.13299501017398394,0,8.927237943644307e-11
2008-12-31,-0.008084609375,0.09769235514624261,0.070339640625,0.295181,31,15,27,0.14628192252701536,0.05692383145649887,0.12495026072017924,0.0,64,0.484375,0.234375,0.421875,31,0.06646103870967743,0.24607520000000005,0.165028275707984,15,0.07619773333333338,0.25622180000000006,0.15664382614111674,27,0.05060326666666667,0.2141246,0.13299501017398394,0,4.51247350700331e-17
2009-03-31,0.0034994426229508196,0.0505282958494626,0.04064396721311475,0.156069,19,16,13,0.1123715384287771,0.07963376833705524,0.09853752097405381,0.0,61,0.3114754098360656,0.26229508196721313,0.21311475409836064,19,0.027815200000000012,0.10696320000000002,0.165028275707984,16,0.034894862500000026,0.11710980000000004,0.15664382614111674,13,0.018106753846153845,0.052834599999999995,0.13299501017398394,0,9.46311955203983e-11
2009-06-30,0.014880920634920636,0.055641162703901036,0.04266612698412699,0.175987,18,18,10,0.09779296525596765,0.10395057135765348,0.06934375173250606,0.0,63,0.2857142857142857,0.2857142857142857,0.15873015873015872,18,0.04141164444444446,0.12688120000000003,0.165028275707984,18,0.03880402222222225,0.12104080000000003,0.15664382614111674,10,0.0294669,0.1401116,0.13299501017398394,0,8.396635017642177e-11
2009-09-30,0.0031686875,0.031335120283328015,0.0236134375,0.094044,7,7,6,0.05558573503741697,0.04116192212209132,0.05861636091549074,0.0,64,0.109375,0.109375,0.09375,7,0.018591771428571435,0.04493820000000001,0.165028275707984,7,0.02623865714285717,0.055084800000000024,0.15664382614111674,6,0.0086341,0.0228726,0.13299501017398394,0,4.957541184374845e-05
2009-12-31,0.005412453125,0.02437531545936995,0.018163546875,0.082857,4,5,2,0.03448488988054091,0.03563632497554971,0.016981668820147667,0.0,64,0.0625,0.078125,0.03125,4,0.015654950000000008,0.03375120000000001,0.165028275707984,5,0.02057780000000002,0.04389780000000002,0.15664382614111674,2,0.009911099999999999,0.0146016,0.13299501017398394,0,0.003692566988530435
2010-03-31,0.004118459016393443,0.027150832674507897,0.021614098360655736,0.066148,7,5,4,0.08478504953093387,0.03952178107578593,0.022819235140450367,0.0,61,0.11475409836065574,0.08196721311475409,0.06557377049180328,7,0.006347200000000009,0.017042200000000007,0.165028275707984,5,0.014958200000000022,0.02718880000000002,0.15664382614111674,4,0.017195099999999998,0.0231586,0.13299501017398394,0,0.0005229213727981006
2010-06-30,-0.003122698412698413,0.02755130801627353,0.022215555555555558,0.064935,5,4,7,0.05237796874855182,0.03895583536309204,0.0566142293854622,0.0,63,0.07936507936507936,0.06349206349206349,0.1111111111111111,5,0.00839400000000001,0.015829200000000015,0.165028275707984,4,0.009705550000000021,0.016644800000000022,0.15664382614111674,7,0.013265457142857142,0.029059600000000005,0.13299501017398394,0,0.0003979745908168552
2010-09-30,0.00327315625,0.02194612945389105,0.01706490625,0.052109,2,6,2,0.027623019774720606,0.05734349728049998,0.021201208986238153,0.0,64,0.03125,0.09375,0.03125,2,0.002173700000000011,0.0030032000000000114,0.165028275707984,6,0.009085133333333356,0.013149800000000024,0.15664382614111674,2,0.0057841,0.0079696,0.13299501017398394,0,0.0025222757417274317
2010-12-31,0.0051133125,0.018228517080344543,0.01395084375,0.051975,1,4,1,0.013266240363238124,0.04100356166552068,0.011415361517501403,0.0,64,0.015625,0.0625,0.015625,1,0.0028692000000000092,0.0028692000000000092,0.165028275707984,4,0.007796800000000022,0.013015800000000022,0.15664382614111674,1,0.004470599999999998,0.004470599999999998,0.13299501017398394,0,0.05067905730614915
2011-03-31,-0.0015830967741935484,0.025380306995204164,0.016208419354838712,0.134114,2,1,2,0.015356956726500086,0.008333270753148086,0.010356268322930512,0.0,62,0.03225806451612903,0.016129032258064516,0.03225806451612903,2,0.043457700000000016,0.08500820000000002,0.165028275707984,1,0.012053800000000024,0.012053800000000024,0.15664382614111674,2,0.052572100000000004,0.09823860000000001,0.13299501017398394,0,0.36365833998043157
2011-06-30,-0.0011281587301587301,0.014967715186690395,0.011427492063492063,0.046247,0,0,1,0.0,0.0,0.00796285188502247,0.0,63,0.0,0.0,0.015873015873015872,0,0.0,0.0,0.165028275707984,0,0.0,0.0,0.15664382614111674,1,0.010371600000000002,0.010371600000000002,0.13299501017398394,0,0.7664063995919146
2011-09-30,-0.005092046875000001,0.029803732697102018,0.022443328125,0.098691,6,3,10,0.0465091107471,0.017541413231966393,0.08179186705591167,0.0,64,0.09375,0.046875,0.15625,6,0.020566200000000007,0.04958520000000001,0.165028275707984,3,0.027896133333333354,0.05973180000000002,0.15664382614111674,10,0.014981199999999997,0.04807259999999999,0.13299501017398394,0,0.00036126016407945154
2011-12-31,0.0020579365079365078,0.027185011031266797,0.021410349206349204,0.075774,3,6,4,0.026978252381667903,0.050930454934955634,0.035913939220781885,0.0,63,0.047619047619047616,0.09523809523809523,0.06349206349206349,3,0.013629200000000006,0.026668200000000003,0.165028275707984,6,0.014654300000000021,0.036814800000000016,0.15664382614111674,4,0.009737099999999999,0.015494599999999997,0.13299501017398394,0,0.0004434464264914764
2012-03-31,0.002583145161290323,0.016192352809371865,0.012894725806451613,0.04323,0,1,1,0.0,0.01257473497341384,0.010957319336672426,0.0,62,0.0,0.016129032258064516,0.016129032258064516,0,0.0,0.0,0.165028275707984,1,0.004270800000000019,0.004270800000000019,0.15664382614111674,1,0.005563599999999995,0.005563599999999995,0.13299501017398394,0,0.4919939404870422
2012-06-30,-0.003955682539682539,0.01683794707127365,0.013238412698412699,0.049554,1,0,2,0.015462636336306741,0.0,0.01717865184543246,0.0,63,0.015873015873015872,0.0,0.031746031746031744,1,0.0004482000000000097,0.0004482000000000097,0.165028275707984,0,0.0,0.0,0.15664382614111674,2,0.0097351,0.013678599999999999,0.13299501017398394,0,0.4179334349471022
2012-09-30,0.0005975396825396826,0.011872417392271177,0.009293634920634921,0.03605,0,0,0,0.0,0.0,0.0,0.0,63,0.0,0.0,0.0,0,0.0,0.0,0.165028275707984,0,0.0,0.0,0.15664382614111674,0,0.0,0.0,0.13299501017398394,0,0.811384197475864
2012-12-31,0.004630532258064516,0.017715331957132537,0.012557725806451613,0.082046,1,2,0,0.003690574743625984,0.013408574145839883,0.0,0.0,62,0.016129032258064516,0.03225806451612903,0.0,1,0.0329402,0.0329402,0.165028275707984,2,0.02482930000000002,0.043086800000000015,0.15664382614111674,0,0.0,0.0,0.13299501017398394,0,0.12001001955484807
2013-03-31,0.0004765333333333332,0.014279115391185909,0.010313233333333333,0.046444,0,0,1,0.0,0.0,0.008262187030572368,0.0,60,0.0,0.0,0.016666666666666666,0,0.0,0.0,0.165028275707984,0,0.0,0.0,0.15664382614111674,1,0.010568599999999997,0.010568599999999997,0.13299501017398394,0,0.8523225022896154
2013-06-30,0.0028097968750000002,0.01751847477250548,0.014396265625,0.042868,0,0,1,0.0,0.0,0.0096736085364908,0.0,64,0.0,0.0,0.015625,0,0.0,0.0,0.165028275707984,0,0.0,0.0,0.15664382614111674,1,0.006992600000000002,0.006992600000000002,0.13299501017398394,0,0.6542361579978005
2013-09-30,0.001550984375,0.014540177116770397,0.011595515625,0.034884,0,0,0,0.0,0.0,0.0,0.0,64,0.0,0.0,0.0,0,0.0,0.0,0.165028275707984,0,0.0,0.0,0.15664382614111674,0,0.0,0.0,0.13299501017398394,1,0.6956773483482722
2013-12-31,-0.0012114531249999999,0.0135626601032811,0.009734328125,0.062874,1,0,1,0.007671943889822144,0.0,0.0032352304419881795,0.0,64,0.015625,0.0,0.015625,1,0.013768200000000008,0.013768200000000008,0.165028275707984,0,0.0,0.0,0.15664382614111674,1,0.026998599999999998,0.026998599999999998,0.13299501017398394,1,0.9121076179908093
2014-03-31,0.000379672131147541,0.01158405643362363,0.009075901639344262,0.036519,0,0,1,0.0,0.0,0.01564173319642625,0.0,61,0.0,0.0,0.01639344262295082,0,0.0,0.0,0.165028275707984,0,0.0,0.0,0.15664382614111674,1,0.0006436000000000011,0.0006436000000000011,0.13299501017398394,1,0.8234954120310807
2014-06-30,0.0017792539682539683,0.01184710956305275,0.008896238095238096,0.046154,0,1,0,0.0,0.010540372157905204,0.0,0.0,63,0.0,0.015873015873015872,0.0,0,0.0,0.0,0.165028275707984,1,0.007194800000000022,0.007194800000000022,0.15664382614111674,0,0.0,0.0,0.13299501017398394,1,0.6918177828554122
2014-09-30,-0.002194640625,0.013067456690605984,0.008270828124999999,0.074709,1,0,1,0.004676446511075034,0.0,0.001927618498445416,0.0,64,0.015625,0.0,0.015625,1,0.025603200000000007,0.025603200000000007,0.165028275707984,0,0.0,0.0,0.15664382614111674,1,0.038833599999999996,0.038833599999999996,0.13299501017398394,1,0.9614926227718753
2014-12-31,0.000993390625,0.015604889919018096,0.011732828125,0.047365,0,0,2,0.0,0.0,0.01688873575855785,0.0,64,0.0,0.0,0.03125,0,0.0,0.0,0.165028275707984,0,0.0,0.0,0.15664382614111674,2,0.009335099999999995,0.011489599999999996,0.13299501017398394,1,0.7826334364290433
2015-03-31,0.0009290163934426228,0.014002962480003774,0.010507147540983607,0.039062,0,0,1,0.0,0.0,0.013070027661512306,0.0,61,0.0,0.0,0.01639344262295082,0,0.0,0.0,0.165028275707984,0,0.0,0.0,0.15664382614111674,1,0.0031865999999999978,0.0031865999999999978,0.13299501017398394,1,0.7770917211038235
2015-06-30,-0.00126436,0.008171009886992753,0.00700692,0.015843,0,0,0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0,0.0,0.0,0.165028275707984,0,0.0,0.0,0.15664382614111674,0,0.0,0.0,0.13299501017398394,1,0.878863565532638
